CourseOfferingID,CourseID,EmployeeID,TermID,RoomID,CRN,ActualCredits,MaxEnrollment,Section,MeetingDays,MeetingTime
10132,542,260,69,91,56275,3,35,1,M W F  ,1:30 PM - 2:20 PM
10133,542,260,79,94,54766,3,25,PW2,NULL,NULL
10134,542,269,5,86,20174,3,68,1,M W    ,1:55 PM - 3:10 PM
10135,542,269,25,86,25428,3,35,4,M W    ,3:30 PM - 4:45 PM
10136,542,269,19,87,50417,3,35,2,T Th   ,1:40 PM - 2:55 PM
10137,542,269,17,7,54792,3,25,W81,NULL,NULL
10138,542,269,29,10,53924,3,18,C01,M W    ,1:45 PM - 3:15 PM
10139,542,269,27,7,55079,3,25,W81,NULL,NULL
10140,542,269,37,95,58707,3,25,W81,NULL,NULL
10141,542,269,47,95,57322,3,25,01W,NULL,NULL
10142,542,327,56,78,26347,3,67,1,M W    ,3:30 PM - 4:45 PM
10143,542,327,69,91,56276,3,35,2,M W F  ,12:00 PM - 12:50 PM
10144,542,327,78,87,54783,3,35,2,M W F  ,12:00 PM - 12:50 PM
10145,542,344,34,86,26819,3,68,4,M W    ,3:30 PM - 4:45 PM
10146,542,344,66,12,29268,3,8,B01,T     ,1:40 PM - 2:55 PM
10147,542,344,66,12,31280,3,27,CH1,T     ,1:40 PM - 2:55 PM
10148,542,344,66,94,29268,3,8,B01,NULL,NULL
10149,542,344,66,94,31280,3,27,CH1,NULL,NULL
10150,542,344,86,78,28381,3,35,4,M W    ,2:05 PM - 3:20 PM
10151,542,344,69,19,56279,3,25,HN1,T Th   ,12:15 PM - 1:30 PM
10152,542,344,70,94,56175,3,25,PW2,NULL,NULL
10153,542,344,88,94,54006,3,25,P1A,NULL,NULL
10154,542,344,72,94,74783,3,25,01W,NULL,NULL
10155,542,344,83,94,73938,3,25,01W,NULL,NULL
10156,542,354,66,78,27612,3,64,1,M W    ,3:30 PM - 4:45 PM
10157,542,354,75,86,25632,3,68,1,M W    ,3:30 PM - 4:45 PM
10158,542,354,89,91,53991,3,35,2,M W F  ,12:00 PM - 12:50 PM
10159,542,386,1,88,22274,3,35,5,T Th   ,8:00 AM - 9:15 AM
10160,542,395,34,86,26817,3,68,2,T Th   ,8:00 AM - 9:15 AM
10161,542,395,45,48,24320,3,56,4,M W    ,3:30 PM - 4:45 PM
10162,542,395,45,87,24315,3,35,2,M W F  ,1:30 PM - 2:20 PM
10163,542,395,49,81,55962,3,35,3,M W F  ,10:00 AM - 10:50 AM
10164,542,395,60,86,54592,3,44,1,M W    ,3:30 PM - 4:45 PM
10165,542,395,59,94,54542,3,27,PW2,NULL,NULL
10166,542,473,5,48,20178,3,70,2,T Th   ,3:05 PM - 4:20 PM
10167,542,473,5,86,20216,3,68,5,M W F  ,8:30 AM - 9:20 AM
10168,542,473,15,48,24892,3,70,2,T Th   ,1:40 PM - 2:55 PM
10169,542,473,15,81,24894,3,35,4,M W    ,3:30 PM - 4:45 PM
10170,542,473,25,48,25424,3,70,2,T Th   ,1:40 PM - 2:55 PM
10171,542,473,19,87,50404,3,35,1,M W    ,4:45 PM - 6:00 PM
10172,542,473,19,87,50419,3,35,4,M W F  ,10:30 AM - 11:20 AM
10173,542,473,29,76,55072,3,35,1,M W F  ,11:00 AM - 11:50 AM
10174,542,473,29,76,55073,3,35,2,M W    ,3:30 PM - 4:45 PM
10175,542,473,39,87,52927,3,35,2,T Th   ,8:00 AM - 9:15 AM
10176,542,505,1,78,22217,3,70,4,M W    ,4:30 PM - 5:45 PM
10177,739,148,63,94,73607,3,20,PW0,NULL,NULL
10178,739,154,1,48,22067,3,60,1,M W F  ,10:00 AM - 10:50 AM
10179,739,154,5,86,20116,3,60,1,M W F  ,10:30 AM - 11:20 AM
10180,739,154,15,93,24896,3,30,1,M W F  ,10:00 AM - 10:50 AM
10181,739,154,25,91,25435,3,30,1,M W F  ,10:00 AM - 10:50 AM
10182,739,154,8,75,52354,3,30,1,M W F  ,8:30 AM - 9:20 AM
10183,739,154,19,81,50402,3,30,1,M W F  ,8:30 AM - 9:20 AM
10184,739,154,29,88,55081,3,24,1,M W F  ,9:00 AM - 9:50 AM
10185,739,154,39,75,52932,3,24,1,M W F  ,9:00 AM - 9:50 AM
10186,739,154,11,7,72950,3,25,W01,NULL,NULL
10187,739,154,22,7,76579,3,25,W01,NULL,NULL
10188,739,154,31,7,73009,3,25,W01,NULL,NULL
10189,739,154,41,95,73862,3,25,W01,NULL,NULL
10190,739,269,34,39,26820,3,25,01F,M W    ,10:00 AM - 10:50 AM
10191,739,269,34,95,26820,3,25,01F,NULL,NULL
10192,739,269,45,86,24305,3,25,01F,M W    ,10:00 AM - 10:50 AM
10193,739,269,45,94,24305,3,25,01F,NULL,NULL
10194,739,269,77,94,31116,3,18,0WB,NULL,NULL
10195,739,269,86,75,28382,3,18,1,M W    ,3:30 PM - 4:45 PM
10196,739,269,49,81,55955,3,18,01F,Th   ,10:50 AM - 12:05 PM
10197,739,269,49,88,57180,3,18,02F,T     ,12:15 PM - 1:30 PM
10198,739,269,60,86,54617,3,22,01F,T     ,10:50 AM - 12:05 PM
10199,739,269,60,94,54543,3,18,PW0,NULL,NULL
10200,739,269,60,94,54543,3,18,PW0,Th   ,10:50 AM - 12:05 PM
10201,739,269,60,94,54617,3,22,01F,NULL,NULL
10202,739,269,50,95,73235,3,25,PW0,NULL,NULL
10203,739,327,56,86,26352,3,18,1,T     ,4:30 PM - 5:45 PM
10204,739,327,56,86,30276,3,18,2,T     ,3:05 PM - 4:20 PM
10205,739,327,56,94,26352,3,18,1,NULL,NULL
10206,739,327,56,94,30276,3,18,2,NULL,NULL
10207,739,327,66,62,27614,3,18,1,T     ,4:30 PM - 5:45 PM
10208,739,327,66,94,27614,3,18,1,NULL,NULL
10209,739,327,66,94,27887,3,18,P01,NULL,NULL
10210,739,327,66,94,31294,3,18,01W,NULL,NULL
10211,739,327,75,90,25622,3,18,1,T     ,4:30 PM - 5:45 PM
10212,739,327,75,94,25622,3,18,1,NULL,NULL
10213,739,327,75,94,25623,3,18,P01,NULL,NULL
10214,739,327,86,94,28383,3,18,01W,NULL,NULL
10215,739,327,69,91,56281,3,18,1,M W    ,3:30 PM - 4:45 PM
10216,739,327,69,94,56176,3,18,PW0,NULL,NULL
10217,739,327,69,94,60452,3,18,P01,NULL,NULL
10218,739,327,78,87,54786,3,18,1,M W    ,3:30 PM - 4:45 PM
10219,739,327,78,94,54770,3,18,P01,NULL,NULL
10220,739,327,89,75,53993,3,18,1,W    ,3:30 PM - 4:45 PM
10221,739,327,89,94,53993,3,18,1,NULL,NULL
10222,739,327,89,94,54007,3,18,P01,NULL,NULL
10223,739,327,72,94,74784,3,18,01W,NULL,NULL
10224,739,327,83,94,73939,3,20,01W,NULL,NULL
10225,739,395,60,86,54617,3,22,01F,T     ,10:50 AM - 12:05 PM
10226,739,395,60,94,54617,3,22,01F,NULL,NULL
10227,829,154,25,41,25436,1,24,1,T     ,3:05 PM - 4:20 PM
10228,829,155,45,41,24461,1,24,01F,M      ,12:00 PM - 1:15 PM
10229,829,155,45,94,24461,1,24,01F,NULL,NULL
10230,829,155,56,41,26287,1,32,PW0,T     ,6:00 PM - 7:15 PM
10231,829,155,56,94,26287,1,32,PW0,NULL,NULL
10232,829,155,60,41,54613,1,16,01F,T     ,1:40 PM - 2:55 PM
10233,829,155,60,94,54614,1,16,WM2,T     ,3:05 PM - 4:20 PM
10234,829,269,34,41,26821,1,24,1,M      ,12:00 PM - 1:15 PM
10235,829,269,39,41,52933,1,24,1,W    ,3:30 PM - 4:45 PM
10236,829,269,49,41,55956,1,24,1,T     ,3:05 PM - 4:20 PM
10237,829,431,1,41,21518,1,25,1,T     ,3:05 PM - 4:20 PM
10238,829,431,5,41,19849,1,25,1,T     ,3:05 PM - 4:20 PM
10239,829,431,15,41,24897,1,24,1,T     ,3:05 PM - 4:20 PM
10240,829,431,15,41,24898,1,24,2,T     ,4:30 PM - 5:45 PM
10241,829,431,8,41,52361,1,25,1,T     ,4:30 PM - 5:45 PM
10242,829,431,19,41,50409,1,25,1,T     ,4:30 PM - 5:45 PM
10243,829,431,29,41,55082,1,24,1,T     ,4:30 PM - 5:45 PM
10244,710,154,19,81,54931,3,30,1,M W F  ,11:30 AM - 12:20 PM
10245,710,154,29,91,55084,3,24,1,M W F  ,11:00 AM - 11:50 AM
10246,710,154,39,75,52934,3,24,1,M W F  ,11:00 AM - 11:50 AM
10247,710,354,66,41,27615,3,18,1,T Th   ,9:25 AM - 10:40 AM
10248,710,354,75,41,25634,3,18,1,M W F  ,9:00 AM - 9:50 AM
10249,710,354,86,80,28384,3,18,1,M W F  ,9:50 AM - 10:40 AM
10250,710,354,78,94,54771,3,18,01W,NULL,NULL
10251,710,354,89,94,54008,3,18,P10,NULL,NULL
10252,710,354,83,94,73941,3,25,01W,NULL,NULL
10253,551,148,45,87,24321,3,20,1,M W    ,3:30 PM - 4:20 PM
10254,551,148,56,75,26359,3,14,1,M W    ,3:30 PM - 4:45 PM
10255,551,148,56,94,26288,3,4,P01,NULL,NULL
10256,551,148,60,91,54609,3,18,1,T Th   ,1:40 PM - 2:55 PM
10257,551,148,63,94,75500,3,1,1,NULL,NULL
10258,551,154,15,76,24899,3,20,1,T     ,6:00 PM - 9:00 PM
10259,551,154,29,88,55091,3,18,2,Th   ,6:00 PM - 9:00 PM
10260,551,155,1,86,22068,3,30,1,M W F  ,8:00 AM - 8:50 AM
10261,551,155,5,92,20117,3,30,1,T Th   ,8:00 AM - 9:15 AM
10262,551,155,25,88,25423,3,20,1,T     ,6:00 PM - 9:00 PM
10263,551,155,34,41,26822,3,20,1,M W    ,3:30 PM - 4:45 PM
10264,551,155,8,39,52359,3,20,1,T Th   ,8:00 AM - 9:15 AM
10265,551,155,19,39,50407,3,20,1,T Th   ,8:00 AM - 9:15 AM
10266,551,155,29,92,55089,3,18,1,T Th   ,8:00 AM - 9:15 AM
10267,551,155,39,87,52935,3,18,1,T Th   ,1:40 PM - 2:55 PM
10268,551,155,49,88,55947,3,18,1,T Th   ,1:40 PM - 2:55 PM
10269,712,344,54,94,29171,3,27,PW2,NULL,NULL
10270,712,344,48,95,59932,3,25,02W,NULL,NULL
10271,712,344,79,94,54767,3,25,PW2,NULL,NULL
10272,712,344,79,94,59884,3,0,CH1,NULL,NULL
10273,712,344,90,94,54009,3,25,P1B,NULL,NULL
10274,712,344,63,94,73608,3,25,01W,NULL,NULL
10275,55,221,75,94,25722,3,25,01W,NULL,NULL
10276,55,221,85,94,30037,3,15,0WB,NULL,NULL
10277,402,154,38,95,52936,3,25,W01,NULL,NULL
10278,402,181,78,15,57095,3,30,B01,T Th   ,5:30 PM - 6:45 PM
10279,402,181,78,15,59916,3,0,BFT,T Th   ,5:30 PM - 6:45 PM
10280,402,229,15,7,24900,3,25,W01,NULL,NULL
10281,402,229,25,7,25458,3,25,W01,NULL,NULL
10282,402,229,34,95,26814,3,25,W01,NULL,NULL
10283,402,229,45,94,24614,3,25,01W,NULL,NULL
10284,402,229,56,94,26289,3,27,01W,NULL,NULL
10285,402,229,66,94,27900,3,25,01W,NULL,NULL
10286,402,229,75,94,25610,3,25,01W,NULL,NULL
10287,402,229,86,94,28387,3,30,01W,NULL,NULL
10288,402,229,8,7,52344,3,30,W01,NULL,NULL
10289,402,229,19,7,50393,3,30,W01,NULL,NULL
10290,402,229,49,95,57323,3,25,01W,NULL,NULL
10291,402,229,49,95,59380,3,25,02W,NULL,NULL
10292,402,229,60,94,54575,3,27,01W,NULL,NULL
10293,402,229,69,94,56177,3,25,01W,NULL,NULL
10294,402,229,78,94,54774,3,25,01W,NULL,NULL
10295,402,229,78,94,59885,3,0,CH1,NULL,NULL
10296,402,229,89,94,54010,3,25,01W,NULL,NULL
10297,402,229,50,95,73236,3,25,01W,NULL,NULL
10298,402,473,28,7,55095,3,25,W82,NULL,NULL
10299,402,473,31,7,73010,3,25,W01,NULL,NULL
10300,402,473,41,95,73877,3,25,W01,NULL,NULL
10301,714,192,39,91,58375,3,35,1,M W    ,5:00 PM - 6:15 PM
10302,714,260,46,94,29252,3,25,PW2,NULL,NULL
10303,714,260,76,94,25613,3,26,P1A,NULL,NULL
10304,714,260,72,94,74785,3,25,01W,NULL,NULL
10305,716,229,1,7,22046,3,30,W01,NULL,NULL
10306,716,229,5,7,20103,3,30,W01,NULL,NULL
10307,716,229,15,7,24901,3,25,W01,NULL,NULL
10308,716,229,25,7,25459,3,25,W01,NULL,NULL
10309,716,229,34,95,26815,3,25,W01,NULL,NULL
10310,716,229,45,94,24616,3,25,01W,NULL,NULL
10311,716,229,56,94,26290,3,27,01W,NULL,NULL
10312,716,229,66,94,27901,3,25,01W,NULL,NULL
10313,716,229,75,94,25611,3,25,01W,NULL,NULL
10314,716,229,86,94,28388,3,30,01W,NULL,NULL
10315,716,229,29,7,55100,3,25,W01,NULL,NULL
10316,716,229,39,95,52937,3,25,W01,NULL,NULL
10317,716,229,49,95,57324,3,25,01W,NULL,NULL
10318,716,229,69,94,56178,3,25,01W,NULL,NULL
10319,716,229,78,94,54775,3,25,01W,NULL,NULL
10320,715,327,66,86,27619,3,35,1,M W F  ,11:00 AM - 11:50 AM
10321,715,327,86,93,28928,3,35,1,M W F  ,9:50 AM - 10:40 AM
10322,432,155,49,88,55949,3,25,01F,Th   ,12:15 PM - 1:30 PM
10323,432,228,78,94,58406,3,25,01W,NULL,NULL
10324,821,155,45,94,24544,3,35,WM1,NULL,NULL
10325,821,155,45,94,24544,3,35,WM1,T     ,4:30 PM - 5:45 PM
10326,821,155,19,88,54787,3,35,1,T Th   ,1:40 PM - 2:55 PM
10327,821,155,39,87,53214,3,25,01F,Th   ,12:15 PM - 1:30 PM
10328,821,155,39,95,53214,3,25,01F,NULL,NULL
10329,821,282,66,86,30459,3,25,1,T     ,1:40 PM - 2:55 PM
10330,821,282,66,94,30459,3,25,1,NULL,NULL
10331,821,282,75,86,25621,3,68,1,Th   ,1:40 PM - 2:55 PM
10332,821,282,75,94,25621,3,68,1,NULL,NULL
10333,821,282,86,75,28389,3,34,1,W    ,11:15 AM - 12:30 PM
10334,821,282,86,94,28389,3,34,1,NULL,NULL
10335,560,521,45,94,32107,3,1,H1W,NULL,NULL
10336,560,221,34,95,28708,3,25,W01,NULL,NULL
10337,560,221,45,94,24617,3,35,01W,NULL,NULL
10338,560,221,56,94,26291,3,27,PW0,NULL,NULL
10339,560,221,66,94,27903,3,25,01W,NULL,NULL
10340,560,221,75,94,25609,3,25,01W,NULL,NULL
10341,560,221,86,94,28392,3,25,01W,NULL,NULL
10342,560,221,49,95,57325,3,25,01W,NULL,NULL
10343,560,221,60,94,54553,3,27,PW0,NULL,NULL
10344,560,221,60,94,60453,3,1,HW0,NULL,NULL
10345,560,221,69,94,56179,3,25,PW0,NULL,NULL
10346,560,221,78,94,54776,3,25,PW0,NULL,NULL
10347,560,221,89,94,54012,3,25,P10,NULL,NULL
10348,560,221,63,94,73609,3,25,PW0,NULL,NULL
10349,560,221,72,94,74786,3,25,01W,NULL,NULL
10350,560,269,75,86,25618,3,25,1,T     ,1:40 PM - 2:55 PM
10351,560,269,75,94,25618,3,25,1,NULL,NULL
10352,560,269,86,23,28390,3,24,1,Th   ,11:15 AM - 12:30 PM
10353,560,269,86,94,28390,3,24,1,NULL,NULL
10354,560,269,78,87,54787,3,25,1,Th   ,12:15 PM - 1:30 PM
10355,560,269,78,87,59886,3,0,CH1,Th   ,12:15 PM - 1:30 PM
10356,560,269,78,94,54787,3,25,1,NULL,NULL
10357,560,269,78,94,59886,3,0,CH1,NULL,NULL
10358,560,269,89,90,53994,3,25,1,Th   ,10:50 AM - 12:05 PM
10359,560,269,89,94,53994,3,25,1,NULL,NULL
10360,560,269,83,94,73944,3,25,01W,NULL,NULL
10361,560,395,34,91,26831,3,35,1,M W F  ,11:00 AM - 11:50 AM
10362,560,395,49,81,57183,3,35,1,M W F  ,11:00 AM - 11:50 AM
10363,560,473,15,81,24902,3,35,1,M W F  ,11:00 AM - 11:50 AM
10364,560,473,25,91,25439,3,35,1,M W F  ,11:00 AM - 11:50 AM
10365,560,473,27,7,55102,3,25,W81,NULL,NULL
10366,560,473,37,95,52952,3,25,W01,NULL,NULL
10367,560,503,1,7,22059,3,30,W01,NULL,NULL
10368,560,503,5,7,20111,3,30,W01,NULL,NULL
10369,560,503,5,7,25508,3,30,W02,NULL,NULL
10370,560,503,15,7,24904,3,25,W01,NULL,NULL
10371,560,503,25,7,25461,3,25,W01,NULL,NULL
10372,560,503,28,7,55103,3,25,W82,NULL,NULL
10373,560,503,38,95,52953,3,25,W02,NULL,NULL
10374,560,505,8,87,52357,3,35,1,T Th   ,12:15 PM - 1:30 PM
10375,560,505,19,87,50405,3,35,1,T Th   ,12:15 PM - 1:30 PM
10376,6,260,56,87,26360,3,35,1,T Th   ,10:50 AM - 12:05 PM
10377,6,260,66,94,27621,3,35,01W,NULL,NULL
10378,6,260,75,87,25614,3,35,1,T     ,9:25 AM - 10:40 AM
10379,6,260,75,94,25614,3,35,1,NULL,NULL
10380,6,260,86,87,28395,3,35,1,T Th   ,8:15 AM - 9:30 AM
10381,6,260,85,94,31311,3,25,0WB,NULL,NULL
10382,6,260,49,81,55975,3,35,1,T Th   ,3:05 PM - 4:20 PM
10383,6,260,60,91,54615,3,35,1,T Th   ,9:25 AM - 10:40 AM
10384,6,260,69,94,56181,3,25,PW0,NULL,NULL
10385,6,260,78,87,54789,3,35,1,T     ,8:00 AM - 9:15 AM
10386,6,260,78,94,54789,3,35,1,NULL,NULL
10387,6,260,89,90,53995,3,25,1,T     ,10:50 AM - 12:05 PM
10388,6,260,89,94,53995,3,25,1,NULL,NULL
10389,6,260,63,94,73610,3,25,PW0,NULL,NULL
10390,6,260,72,94,74791,3,25,PW0,NULL,NULL
10391,6,269,5,75,20175,3,34,1,M W F  ,11:30 AM - 12:20 PM
10392,6,344,81,94,73949,3,25,0WM,NULL,NULL
10393,6,398,86,94,28396,3,35,01W,NULL,NULL
10394,6,453,1,78,22190,3,80,1,M W F  ,11:00 AM - 11:50 AM
10395,6,453,6,7,28523,3,30,PW2,NULL,NULL
10396,6,453,14,7,24906,3,25,PW1,NULL,NULL
10397,6,453,26,7,25470,3,25,PW1,NULL,NULL
10398,6,453,36,95,26877,3,26,PW1,NULL,NULL
10399,6,453,44,94,24622,3,30,PW1,NULL,NULL
10400,6,453,54,94,26299,3,27,PW2,NULL,NULL
10401,6,453,67,94,27928,3,25,PW2,NULL,NULL
10402,6,453,77,94,25640,3,25,P1B,NULL,NULL
10403,6,453,8,87,54827,3,35,1,T     ,6:00 PM - 9:00 PM
10404,6,453,18,7,52278,3,30,PW2,NULL,NULL
10405,6,453,28,7,55109,3,25,PW2,NULL,NULL
10406,6,453,38,95,52963,3,25,PW2,NULL,NULL
10407,6,453,47,95,57326,3,25,PW1,NULL,NULL
10408,6,453,58,94,54534,3,27,PW1,NULL,NULL
10409,6,453,68,94,56180,3,25,PW1,NULL,NULL
10410,6,453,80,94,57092,3,25,PW1,NULL,NULL
10411,6,453,88,94,54013,3,25,P1A,NULL,NULL
10412,6,453,11,7,74320,3,30,PW0,NULL,NULL
10413,6,453,50,95,73237,3,25,PW0,NULL,NULL
10414,6,505,15,89,24905,3,35,1,T Th   ,9:25 AM - 10:40 AM
10415,6,505,25,81,25442,3,35,1,T Th   ,9:25 AM - 10:40 AM
10416,6,505,29,87,55106,3,35,1,T Th   ,3:05 PM - 4:20 PM
10417,6,505,39,91,52954,3,35,1,T Th   ,3:05 PM - 4:20 PM
10418,5,260,78,76,54790,3,25,1,T     ,9:25 AM - 10:40 AM
10419,5,260,78,94,54790,3,25,1,NULL,NULL
10420,5,260,89,94,54014,3,25,P10,NULL,NULL
10421,5,505,8,81,52355,3,35,1,T Th   ,3:05 PM - 4:20 PM
10422,5,505,19,87,50403,3,35,1,T Th   ,3:05 PM - 4:20 PM
10423,5,505,29,91,55110,3,35,1,T Th   ,10:50 AM - 12:05 PM
10424,563,142,36,95,26879,3,25,PW1,NULL,NULL
10425,563,142,35,95,26880,3,25,PW2,NULL,NULL
10426,563,142,44,94,24629,3,28,PW1,NULL,NULL
10427,563,142,46,94,24630,3,27,PW2,NULL,NULL
10428,563,142,39,15,57230,3,25,HNR,T     ,12:15 PM - 1:30 PM
10429,563,142,39,95,57230,3,25,HNR,NULL,NULL
10430,563,142,47,95,57328,3,25,PW1,NULL,NULL
10431,563,142,48,95,57327,3,25,PW2,NULL,NULL
10432,563,142,58,94,54536,3,27,PW1,NULL,NULL
10433,563,148,56,12,26304,3,27,B01,T     ,4:30 PM - 5:45 PM
10434,563,148,56,94,26304,3,27,B01,NULL,NULL
10435,563,148,66,92,27629,3,35,1,T Th   ,9:25 AM - 10:40 AM
10436,563,148,66,92,31639,3,0,CH1,T Th   ,9:25 AM - 10:40 AM
10437,563,148,75,87,25572,3,35,1,M W F  ,10:00 AM - 10:50 AM
10438,563,148,86,61,28397,3,35,B01,T Th   ,11:15 AM - 12:30 PM
10439,563,148,86,92,28398,3,35,1,M W    ,9:50 AM - 11:05 AM
10440,563,148,60,42,54581,3,25,HNF,M      ,7:30 PM - 8:45 PM
10441,563,148,60,87,54611,3,25,01F,T     ,10:50 AM - 12:05 PM
10442,563,148,60,94,54611,3,25,01F,NULL,NULL
10443,563,148,69,93,56288,3,35,1,M W F  ,10:00 AM - 10:50 AM
10444,563,148,68,94,56182,3,25,PW1,NULL,NULL
10445,563,148,78,90,54792,3,35,1,M W F  ,10:00 AM - 10:50 AM
10446,563,148,78,90,59887,3,0,CH1,M W F  ,10:00 AM - 10:50 AM
10447,563,148,72,94,74787,3,25,01W,NULL,NULL
10448,563,148,83,94,73945,3,25,01W,NULL,NULL
10449,563,155,5,7,20104,3,30,W01,NULL,NULL
10450,563,155,14,7,24908,3,25,PW1,NULL,NULL
10451,563,155,17,7,50394,3,30,PW1,NULL,NULL
10452,563,155,29,91,58649,3,25,2,T Th   ,1:40 PM - 2:55 PM
10453,563,155,27,7,55116,3,25,PW1,NULL,NULL
10454,563,155,37,95,52964,3,25,PW1,NULL,NULL
10455,563,155,49,15,55934,3,25,HN1,Th   ,4:30 PM - 5:45 PM
10456,563,155,49,81,57181,3,25,01F,T     ,10:50 AM - 12:05 PM
10457,563,155,49,95,55934,3,25,HN1,NULL,NULL
10458,563,155,49,95,57181,3,25,01F,NULL,NULL
10459,563,155,31,7,73013,3,25,W01,NULL,NULL
10460,563,155,41,95,73867,3,25,W01,NULL,NULL
10461,563,229,1,7,27722,3,30,W03,NULL,NULL
10462,563,229,8,7,58237,3,30,W02,NULL,NULL
10463,563,229,88,94,54016,3,25,P1A,NULL,NULL
10464,563,229,90,94,54017,3,25,P1B,NULL,NULL
10465,563,260,34,91,26832,3,35,1,M W F  ,10:00 AM - 10:50 AM
10466,563,260,45,94,24306,3,35,01W,NULL,NULL
10467,563,260,56,87,26363,3,35,2,T Th   ,9:25 AM - 10:40 AM
10468,563,260,65,94,27923,3,25,PW1,NULL,NULL
10469,563,260,59,94,54545,3,27,PW2,NULL,NULL
10470,563,260,79,94,54768,3,25,PW2,NULL,NULL
10471,563,260,50,95,73238,3,25,01W,NULL,NULL
10472,563,260,63,94,73611,3,25,PW0,NULL,NULL
10473,563,269,57,94,26300,3,27,PW1,NULL,NULL
10474,563,344,66,19,27624,3,25,B01,T     ,3:05 PM - 4:20 PM
10475,563,344,66,94,27624,3,25,B01,NULL,NULL
10476,563,344,76,94,25626,3,25,P1A,NULL,NULL
10477,563,344,85,94,29033,3,50,1WB,NULL,NULL
10478,563,344,70,94,56183,3,25,PW2,NULL,NULL
10479,563,503,1,7,22047,3,30,W01,NULL,NULL
10480,563,503,1,7,26867,3,30,W02,NULL,NULL
10481,563,503,5,7,22792,3,30,W02,NULL,NULL
10482,563,503,15,7,27737,3,25,W01,NULL,NULL
10483,563,503,16,7,24909,3,25,PW2,NULL,NULL
10484,563,503,25,7,25474,3,25,PW2,NULL,NULL
10485,563,503,26,7,25472,3,25,PW1,NULL,NULL
10486,563,503,8,7,52347,3,30,W01,NULL,NULL
10487,563,503,7,7,52346,3,30,PW2,NULL,NULL
10488,563,503,19,7,50395,3,30,W01,NULL,NULL
10489,563,503,19,7,53403,3,30,W02,NULL,NULL
10490,563,503,29,7,55113,3,25,W01,NULL,NULL
10491,563,503,29,7,55115,3,25,W02,NULL,NULL
10492,563,503,39,95,52956,3,25,W01,NULL,NULL
10493,563,503,38,95,58795,3,25,W82,NULL,NULL
10494,563,505,1,92,22109,3,35,1,M W    ,1:40 PM - 2:55 PM
10495,563,505,5,86,20149,3,68,1,T Th   ,12:15 PM - 1:30 PM
10496,563,505,15,91,24907,3,35,1,T Th   ,12:15 PM - 1:30 PM
10497,563,505,25,81,25445,3,35,1,T Th   ,12:15 PM - 1:30 PM
10498,563,505,8,78,52372,3,70,1,T Th   ,10:50 AM - 12:05 PM
10499,563,505,19,48,50416,3,70,1,T Th   ,10:50 AM - 12:05 PM
10500,563,505,29,91,55111,3,35,1,T Th   ,12:15 PM - 1:30 PM
10501,563,505,39,91,52955,3,35,1,T Th   ,4:30 PM - 5:45 PM
10502,563,505,12,88,71003,3,35,41,MTWTh   ,1:00 PM - 3:15 PM
10503,707,148,56,87,26372,3,35,1,M W F  ,10:00 AM - 10:50 AM
10504,707,148,56,87,31735,3,0,H01,M W F  ,10:00 AM - 10:50 AM
10505,707,148,66,87,27631,3,35,1,M W F  ,10:00 AM - 10:50 AM
10506,707,148,75,94,25578,3,25,P10,NULL,NULL
10507,707,148,75,94,31516,3,0,CH1,NULL,NULL
10508,707,344,29,7,55117,3,25,0H1,NULL,NULL
10509,707,344,29,91,55117,3,25,0H1,M      ,10:00 AM - 10:50 AM
10510,713,521,68,94,60774,3,1,HW1,NULL,NULL
10511,713,269,35,95,29916,3,25,PW2,NULL,NULL
10512,713,269,54,94,31763,3,25,PW2,NULL,NULL
10513,713,269,67,94,31293,3,25,0WB,NULL,NULL
10514,713,269,85,94,31151,3,25,0WB,NULL,NULL
10515,713,269,17,7,58573,3,30,PW1,NULL,NULL
10516,713,269,18,NULL,59639,3,30,PW4,NULL,NULL
10517,713,269,18,7,54788,3,30,PW2,NULL,NULL
10518,713,269,18,7,59639,3,30,PW4,NULL,NULL
10519,713,269,27,7,55123,3,25,PW1,NULL,NULL
10520,713,269,58,94,58301,3,27,PW1,NULL,NULL
10521,713,269,31,7,73014,3,25,PW0,NULL,NULL
10522,713,269,41,95,73870,3,25,W01,NULL,NULL
10523,713,344,68,94,56359,3,25,PW1,NULL,NULL
10524,713,344,80,94,54764,3,25,PW1,NULL,NULL
10525,713,344,90,94,54018,3,25,P1B,NULL,NULL
10526,713,344,50,95,73239,3,25,PW0,NULL,NULL
10527,789,154,1,93,22199,3,35,1,T Th   ,4:30 PM - 5:45 PM
10528,789,154,8,78,52370,3,70,1,M W    ,3:20 PM - 4:35 PM
10529,789,154,10,91,72951,3,30,42,MTWTh   ,1:00 PM - 3:15 PM
10530,789,155,5,93,20180,3,35,1,T Th   ,4:30 PM - 5:45 PM
10531,789,155,56,94,26292,3,27,01W,NULL,NULL
10532,789,155,60,94,54552,3,27,PW0,NULL,NULL
10533,789,155,63,94,73612,3,25,PW0,NULL,NULL
10534,789,327,66,87,27633,3,25,1,M W F  ,1:30 PM - 2:20 PM
10535,789,327,66,87,31643,3,0,CH1,M W F  ,1:30 PM - 2:20 PM
10536,789,327,75,87,25624,3,35,1,M W F  ,1:30 PM - 2:20 PM
10537,789,327,75,87,31515,3,0,CH1,M W F  ,1:30 PM - 2:20 PM
10538,789,327,75,94,30887,3,0,01W,NULL,NULL
10539,789,327,86,87,28400,3,35,1,M W F  ,12:40 PM - 1:30 PM
